N°,ZONA,DISTRITO,PROVINCIA,CANTON,PARROQUIA,TIPO_EDUCACION,AMIE,INSTITUCION,SOSTENIMIENTO,JURISDICCION,REGIMEN,ZONA_INEC,NIVEL_DE_EDUCACION,NRO_NINOS,AUX_ANIO_DOTACION,AUX_T_IE,MD_ANIO_DOTACION,MD_PARALELOS,MD_MONTO_USD,M_ANIO_DOTACION,M_TIPO_DE_AMBIENTE,M_MONTO_USD,JE_ANIO_DOTACION,JE_CANTIDAD,JE_MONTO_USD,AUX_IE_MATERIAL,SAE,REVISION_DNIF,DIMENSIONES,LONGITUD,LATITUD
705,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00072,UNIDAD EDUCATIVA IGNACIO ALVARADO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,121,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7325603911,-2.02394391689
706,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00074,ESCUELA DE EDUCACION BASICA LUIS EDUARDO ROSALES SANTOS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,34,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,25LARGO POR 6 ANCHO ES IGUAL A 150 METROS CUADRADOS,-80.6766994524,-1.98522132366
707,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00075,ESCUELA DE EDUCACION BASICA LUCRECIA CISNEROS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,43,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8X12 TOTAL 96 metros cuadrados,-80.650860715,-1.96541207474
708,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00077,UNIDAD EDUCATIVA ANTONIO ISSA YAZBEK,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,87,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,600 METROS CUADRADOS ,-80.5860304952,-1.99892523983
709,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00084,ESCUELA DE EDUCACION BASICA MIGUEL DE LETAMENDI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,57,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,300 METROS CUADRADOS,-80.6166516966,-1.94404455121
710,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00091,ESCUELA DE EDUCACION BASICA AURELIO CARRERA CALVO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,34,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.6552225175,-1.96169465171
711,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00096,ESCUELA DE EDUCACION BASICA CARLOS JULIO AROSEMENA MONRROY,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,7,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,200 metros  cuadrados ,-80.6054742118,-2.13356685158
712,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00101,UNIDAD EDUCATIVA FRANCISCO PIZARRO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,62,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.73424545,-2.05731895025
713,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00107,ESCUELA DE EDUCACION BASICA PRESIDENTE LIZARDO GARCIA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,38,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,7m x 5m= 35m2,-80.670691444,-2.02004992683
714,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00114,ESCUELA DE EDUCACION BASICA JOSE MARTINEZ COBO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,86,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4metros de ancho y 8m de largo,-80.6812332346,-2.40145841076
715,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00115,ESCUELA DE EDUCACION BASICA MARGOTH SANTISTEVAN DE SAN LUCAS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,59,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.6569500838,-2.35759267109
716,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00117,UNIDAD EDUCATIVA ELISA AYALA GONZALEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,40,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8x4,-80.285877577,-2.30759598902
717,Zona 5,12D01,LOS RIOS,BABA,GUARE,Ordinario,12H00446,UNIDAD EDUCATIVA “FRANCISCO CAMPOS COELLO”,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,21,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.7373838345,-1.7078190052
718,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00128,ESCUELA DE EDUCACION BASICA JOSE LUIS TAMAYO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,26,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7167204844,-2.38162609999
719,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00129,ESCUELA DE EDUCACION BASICA DR CARLOS CAMACHO NAVARRO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,70,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.2699376301,-2.3326645501
720,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00130,UNIDAD EDUCATIVA VICENTE ROCAFUERTE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,69,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8 X 6 metros ,-80.5607154509,-2.32154979421
721,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00131,UNIDAD EDUCATIVA EUGENIO ESPEJO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,49,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,50 metros cuadrados,-80.5631158148,-2.46667172481
722,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00132,ESCUELA DE EDUCACION BASICA PORTETE DE TARQUI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,30,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10×7 =70 metros cuadrados,-80.6102447367,-2.41738062558
723,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00133,ESCUELA DE EDUCACION BASICA ANTONIO JOSE DE SUCRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,90,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7144338242,-2.36465481627
724,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00135,ESCUELA DE EDUCACION BASICA CRISTOBAL COLON,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,68,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.6874841289,-1.93785122095
725,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00147,ESCUELA DE EDUCACION BASICA JOSE MARIA CHAVEZ MATA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,61,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7345423365,-1.88084826623
726,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00148,UNIDAD EDUCATIVA CESAREO CARRERA ANDRADE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,75,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,25/20,-80.6956854813,-1.94036699742
727,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00149,ESCUELA DE EDUCACION BASICA FRANCISCO DE MIRANDA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,102,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7232436628,-1.94099329417
728,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Ordinario,24H00173,ESCUELA DE EDUCACION BASICA MANUELA  CAÑIZARES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,44,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8 m de largo y 8 m de ancho,-80.3616177246,-2.1859754617
729,Zona 5,12D01,LOS RIOS,BABAHOYO,CARACOL,Ordinario,12H00164,UNIDAD EDUCATIVA GLADYS OJEDA DE VACA,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,10,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.4468219552,-1.70220356701
730,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SAN JOSE DE ANCON,Ordinario,24H00177,ESCUELA DE EDUCACION BASICA PRESIDENTE VELASCO IBARRA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,40,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8587968804,-2.2829709901
731,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00188,ESCUELA DE EDUCACION BASICA MAURICIO HERMENEJILDO DOMINGUEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,98,2026,1,2026,5,14093.7,2026,5,6300,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,150 METROS CUADRADOS,-80.9128969571,-2.24531197628
732,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00191,ESCUELA DE EDUCACION BASICA IVAN ABAD GUERRA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,46,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8946676026,-2.23608266711
733,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00205,ESCUELA DE EDUCACION BASICA FRANCISCO VALDIVIA DIAZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,77,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9074663577,-2.22082096802
734,Zona 5,12D01,LOS RIOS,BABAHOYO,PIMOCHA,Ordinario,12H00329,UNIDAD EDUCATIVA MARIA LUISA DE SOTOMAYOR,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",74,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,,,100 metros cuadrados dentro de la institucion y fuera 120 metros cuadrados,-79.6320714722,-1.86204099702
735,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00254,ESCUELA DE EDUCACION BASICA TRECE DE ABRIL,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,131,2026,1,2026,5,14093.7,2026,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8913853791,-2.23040985763
736,Zona 5,12D01,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Ordinario,12H00175,CENTRO DE EDUCACION INICIAL MARIETA GONZALEZ DE MANTILLA,FISCAL,Intercultural,COSTA,Rural,Inicial ,48,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,         De largo es 10 metros y ancho 10 metros ,-79.402391628,-1.95828834267
737,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00260,UNIDAD EDUCATIVA  AYANGUE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,29,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7524222401,-1.97720062931
738,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00262,ESCUELA DE EDUCACION BASICA JOHN M PENNEY,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,45,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"LARGO 7 METROS , ANCHO 14 TOTAL  DE METROS  CUADRADOS 98METROS 2",-80.8949927337,-2.2168122369
739,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00264,ESCUELA DE EDUCACION BASICA GUSTAVO ENRIQUE GALINDO VELASCO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,78,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.912015828,-2.24124069951
740,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00267,ESCUELA DE EDUCACION BASICA DOMINGO FAUSTINO SARMIENTO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,200,2026,1,2026,7,19731.18,2026,7,8820,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9136087227,-2.22355358626
741,Zona 5,24D02,SANTA ELENA,SALINAS,CARLOS ESPINOZA LARREA,Ordinario,24H00274,ESCUELA DE EDUCACION BASICA ABG CESAR GASPAR MONTENEGRO LAINEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,80,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9570742179,-2.22131180146
742,Zona 5,24D02,SANTA ELENA,SALINAS,CARLOS ESPINOZA LARREA,Ordinario,24H00276,ESCUELA DE EDUCACION BASICA PRESIDENTE ALFARO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,90,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9651055816,-2.21253625333
743,Zona 5,24D02,SANTA ELENA,SALINAS,SANTA ROSA,Ordinario,24H00283,ESCUELA DE EDUCACION BASICA SANTA ROSA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,75,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9486027185,-2.2115315343
744,Zona 5,24D02,SANTA ELENA,SALINAS,CARLOS ESPINOZA LARREA,Ordinario,24H00299,ESCUELA DE EDUCACION BASICA MANUELA CAÑIZARES,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,113,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9498886987,-2.21378432505
745,Zona 5,24D02,SANTA ELENA,SALINAS,ANCONCITO,Ordinario,24H00309,ESCUELA DE EDUCACION BASICA GRAL CESAR ROHON SANDOVAL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,171,2026,1,2026,6,16912.44,2026,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8871870926,-2.32447278574
746,Zona 5,24D02,SANTA ELENA,SALINAS,ANCONCITO,Ordinario,24H00313,UNIDAD EDUCATIVA VIRGINIA REYES GONZALEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,144,2026,1,2026,5,14093.7,2026,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.8902630462,-2.32476253818
747,Zona 5,24D02,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,24H00336,ESCUELA DE EDUCACION BASICA PRESIDENTE TAMAYO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,60,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9320719073,-2.23229412296
748,Zona 5,24D02,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,24H00337,UNIDAD EDUCATIVA SIMON BOLIVAR,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,88,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9303177362,-2.24150405803
749,Zona 5,24D02,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),Ordinario,24H00340,ESCUELA DE EDUCACION BASICA MERCEDES MORENO IRIGOYEN,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,116,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9309566035,-2.23459205168
750,Zona 5,24D01,SANTA ELENA,SANTA ELENA,SIMON BOLIVAR (JULIO MORENO),Ordinario,24H00348,UNIDAD EDUCATVA ING AGR JUAN JOSE CASTELLO ZAMBRANO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,41,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.2193596163,-2.21424795505
751,Zona 5,24D01,SANTA ELENA,SANTA ELENA,MANGLARALTO,Ordinario,24H00363,ESCUELA DE EDUCACION BASICA JULIO REYES GONZALEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,61,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.7272535645,-1.94813392562
752,Zona 5,24D01,SANTA ELENA,SANTA ELENA,CHANDUY,Ordinario,24H00374,ESCUELA DE EDUCACION BASICA SAN AGUSTIN,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,43,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.6937444652,-2.40174174462
753,Zona 5,24D02,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,Ordinario,24H00389,ESCUELA DE EDUCACION BASICA LUZ DEL SABER,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,95,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.9094790938,-2.25013390515
754,Zona 5,24D01,SANTA ELENA,SANTA ELENA,COLONCHE,Ordinario,24H00413,UNIDAD EDUCATIVA CEREZAL - BELLAVISTA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,40,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-80.5499081296,-2.00551993426
755,Zona 1,08D02,ESMERALDAS,ELOY ALFARO,LA TOLA,Ordinario,08H00485,UNIDAD EDUCATIVA LA TOLA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,63,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 5,-79.0856640804,1.1754703776
756,Zona 1,08D03,ESMERALDAS,MUISNE,GALERA,Ordinario,08H00607,ESCUELA DE EDUCACION BASICA  GENERAL VILLAMIL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,37,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 20 = 200 metros cuadrados,-80.0480723157,0.814135515284
757,Zona 1,04D02,CARCHI,MONTUFAR,LA PAZ,Ordinario,04H00383,UNIDAD EDUCATIVA LA PAZ,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",29,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-77.8633034178,0.507933058405
758,Zona 1,08D04,ESMERALDAS,QUININDE,CUBE,Ordinario,08H00849,UNIDAD EDUCATIVA   QUITEÑO LIBRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,36,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8m x 6m = 48m,-79.5372849785,0.466507256388
759,Zona 1,08D06,ESMERALDAS,RIOVERDE,ROCAFUERTE,Ordinario,08H01430,ESCUELA DE EDUCACION BASICA COTOPAXI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,10,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20x15,-79.3834597193,1.00474382043
760,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,21H00618,LUIS ULPIANO DE LA TORRE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,4,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20000 METROS CUADRADOS ,-76.7329354707,-0.16605626361
761,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,21H00627,1DE MAYO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,3,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,50x50,-76.7794391262,-0.147079236862
762,Zona 1,21D04,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,Ordinario,21H00503,UNIDAD EDUCATIVA VILCABAMBA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,26,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,72 metros cuadrados,-76.6435609315,-0.0838411523657
763,Zona 2,15D01,NAPO,TENA,PUERTO NAPO,Ordinario,15H00004,UNIDAD EDUCATIVA ELICIO OLALLA PROAÑO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,26,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,12X12=144,-77.8055184022,-1.02927955613
764,Zona 2,17D11,PICHINCHA,RUMIÑAHUI,SAN PEDRO DE TABOADA,Ordinario,17H02475,SAN RAFAEL,FISCAL,Intercultural,SIERRA,Urbana,"Inicial, Educacion Basica y Bachillerato",48,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,200,-78.4551916543,-0.306729806029
765,Zona 5,12D01,LOS RIOS,BABA,GUARE,Ordinario,12H00448,UNIDAD EDUCATIVA “BENJAMIN FRANKLIN”,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,20,2027,1,2027,1,2818.74,2027,1,1260,2027.0,1.0,4944.0,ML_Mo_JE,,,DIEZ POR DIEZ METROS CUADRADOS,-79.7095874641,-1.7003474095
766,Zona 2,22D02,ORELLANA,LORETO,SAN JOSE DE PAYAMINO,Ordinario,22H00428,JUAN PIO MONTUFAR,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,4,2027,1,2027,1,2818.74,2027,1,1260,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,4000 METROS CUADRADOS,-77.2490783342,-0.555644077232
767,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,CALPI,Ordinario,06H00326,UNIDAD EDUCATIVA  AUTACHI,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,15,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,largo 10 metros por ancho 9 metros = 90 metros cuadrados,-78.7618880943,-1.5945526412
768,Zona 3,16D01,PASTAZA,PASTAZA,EL TRIUNFO,Ordinario,16H00142,UNIDAD EDUCATIVA DOCE DE FEBRERO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,40,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,40 m2,-77.7897222237,-1.43055555701
769,Zona 5,02D04,BOLIVAR,ECHEANDIA,ECHEANDIA,Ordinario,02H00493,UNIDAD EDUCATIVA  5 DE OCTUBRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,72,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,15 METROS DE LARGO X 4 METROS DE ANCHO = 60 METROS CUADRADOS ,-79.2816256897,-1.44340787791
770,Zona 5,09D12,GUAYAS,BALAO,BALAO,Ordinario,09H02906,ESCUELA DE EDUCACION BASICA JOSE DE LA CUADRA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,135,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20 x 40,-79.8208132386,-2.91139583001
771,Zona 5,12D02,LOS RIOS,URDANETA,RICAURTE,Ordinario,12H01029,ESCUELA DE EDUCACION BASICA OCTAVIO GERARDO ICAZA,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,46,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.3953182232,-1.59087177621
772,Zona 5,09D12,GUAYAS,NARANJAL,TAURA,Ordinario,09H05095,ESCUELA DE EDUCACION BASICA ISIDRO AYORA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,7,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,9 a 10 m²,-79.781505419,-2.54103966806
773,Zona 5,12D04,LOS RIOS,VENTANAS,ZAPOTAL,Ordinario,12H01249,ESCUELA DE EDUCACION BASICA MANUELITA SAENZ  N 38  ,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,50,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,64 metros,-79.3764143985,-1.42803593604
