zona,distrito,provincia,canton,parroquia,tipo_educacion,amie,institucion,sostenimiento,jurisdiccion,regimen,zona_inec,nivel_educacion,nro_niños_iniciales,aux_año_dotacion,aux_t_ie,md_año_dotacion,md_paralelos,md_monto_usd,m_año_dotacion,m_tipo_ambiente,m_monto_usd,je_año_dotacion,je_cantidad,je_monto_usd,aux_ie_material,latitud,longitud
5,09D15,GUAYAS,EL EMPALME,EL ROSARIO,Ordinario,09H03969,ESCUELA DE EDUCACION BASICA PROVINCIAS UNIDAS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,70,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.051342046,-79.79215049
5,09D15,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Ordinario,09H03972,ESCUELA DE EDUCACION BASICA DAULE PERIPA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,40,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-0.932610807,-79.75036602
5,09D16,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,09H04020,ESCUELA DE EDUCACIÓN BASICA ALEJO LASCANO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,182,2026,1,2026,6,17509.56,2026,6,9168.0,0,0,0.0,ML_Mo,-2.331212131,-79.40379208
5,09D16,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,09H04055,ESCUELA DE EDUCACIÓN BÁSICA GENERAL ANTONIO JOSÉ DE SUCRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,30,2026,1,2026,1,2918.26,2026,1,1528.0,2026,1,5748.0,ML_Mo_JE,-2.325553162,-79.39791861
5,09D16,GUAYAS,EL TRIUNFO,EL TRIUNFO,Ordinario,09H04060,ESCUELA DE EDUCACIÓN BÁSICA  JUAN MONTALVO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,119,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.331939483,-79.40718074
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04093,ESCUELA DE EDUCACION BASICA DR OSVALDO HURTADO LARREA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,75,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.152116871,-79.58190567
5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H04094,UNIDAD EDUCATIVA ARQUEOLOGO JULIO VITERI GAMBOA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,62,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-2.119859036,-79.59565418
5,09D17,GUAYAS,MILAGRO,CHOBO,Ordinario,09H04096,ESCUELA DE EDUCACION BASICA LEON DE FEBRES CORDERO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,47,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.161998097,-79.60641331
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04099,UNIDAD EDUCATIVA TENIENTE HUGO ORTIZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,67,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.184358476,-79.6187189
5,09D17,GUAYAS,MILAGRO,CORONEL ENRIQUE VALDEZ,Ordinario,09H04100,UNIDAD EDUCATIVA DR MODESTO CHAVEZ FRANCO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,160,2026,1,2026,6,17509.56,2026,6,9168.0,2026,1,5748.0,ML_Mo_JE,-2.131745647,-79.59804383
5,09D17,GUAYAS,MILAGRO,CAMILO ANDRADE,Ordinario,09H04116,UNIDAD EDUCATIVA PAULINO MILAN HERRERA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,50,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.125015232,-79.57693205
5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H04138,ESCUELA DE EDUCACION BASICA 17 DE SEPTIEMBRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,76,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-2.123784616,-79.59596529
5,09D17,GUAYAS,MILAGRO,CORONEL ENRIQUE VALDEZ,Ordinario,09H04150,ESCUELA DE EDUCACION BASICA VEINTICUATRO  DE MAYO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,151,2026,1,2026,6,17509.56,2026,6,9168.0,0,0,0.0,ML_Mo,-2.136573808,-79.60619363
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04175,ESCUELA DE EDUCACION BASICA ALFONSO ARAUZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,0,0,0.0,ML_Mo,-2.202536165,-79.57852303
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04185,ESCUELA DE EDUCACION BASICA CARLOS MORENO ARIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,150,2026,1,2026,6,17509.56,2026,6,9168.0,2026,1,5748.0,ML_Mo_JE,-2.133131249,-79.59015815
5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H04192,ESCUELA DE EDUCACION BASICA ROBERTO ESPINDOLA MALDONADO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,100,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.120271886,-79.59215664
5,09D17,GUAYAS,MILAGRO,CAMILO ANDRADE,Ordinario,09H04193,UNIDAD EDUCATIVA ELOY VELASQUEZ CEVALLOS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,124,2026,1,2026,5,14591.3,2026,5,7640.0,2026,1,5748.0,ML_Mo_JE,-2.129382563,-79.58550465
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04199,ESCUELA DE EDUCACION BASICA EUGENIO ESPEJO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,150,2026,1,2026,6,17509.56,2026,6,9168.0,2026,1,5748.0,ML_Mo_JE,-2.132265854,-79.59327854
5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H04208,ESCUELA DE EDUCACION BASICA MIGUEL VALVERDE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,63,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.119030519,-79.5896675
5,09D17,GUAYAS,MILAGRO,CORONEL ENRIQUE VALDEZ,Ordinario,09H04210,ESCUELA DE EDUCACION BASICA DR ALFREDO PEREZ GUERRERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,150,2026,1,2026,6,17509.56,2026,6,9168.0,0,0,0.0,ML_Mo,-2.135636423,-79.59984734
5,09D17,GUAYAS,MILAGRO,ERNESTO SEMINARIO,Ordinario,09H04225,UNIDAD EDUCATIVA OTTO AROSEMENA GOMEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,100,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.138431194,-79.58030004
5,09D17,GUAYAS,MILAGRO,CAMILO ANDRADE,Ordinario,09H04229,ESCUELA DE EDUCACION BASICA HECTOR LARA ZAMBRANO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.127313612,-79.5879159
5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H04230,UNIDAD EDUCATIVA SIMÓN BOLIVAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,100,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.123755798,-79.59412234
5,09D17,GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),Ordinario,09H04242,ESCUELA DE EDUCACION BASICA MIGUEL ANDRADE MANRIQUE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,21,2026,1,2026,1,2918.26,2026,1,1528.0,2026,1,5748.0,ML_Mo_JE,-2.053309949,-79.53562638
5,09D17,GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),Ordinario,09H04250,UNIDAD EDUCATIVA MARISCAL SUCRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,100,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.109207043,-79.50178221
5,09D17,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ordinario,09H04265,ESCUELA DE EDUCACION BASICA CARLOS BENJAMIN ROSALES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,25,2026,1,2026,1,2918.26,2026,1,1528.0,0,0,0.0,ML_Mo,-2.148493212,-79.51887017
5,09D17,GUAYAS,MILAGRO,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),Ordinario,09H04266,ESCUELA DE EDUCACION BASICA JUDITH ACUÑA DE ROBLES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,118,2026,1,2026,5,14591.3,2026,5,7640.0,0,0,0.0,ML_Mo,-2.183746311,-79.51786498
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04279,ESCUELA DE EDUCACIÓN BASICA CUCALON LASSO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,170,2026,1,2026,5,14591.3,2026,5,7640.0,2026,1,5748.0,ML_Mo_JE,-2.677496167,-79.61403523
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04281,ESCUELA DE EDUCACIÓN BASICA CARMEN MORA DE ENCALADA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,141,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-2.674274892,-79.61276172
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04284,ESCUELA DE EDUCACIÓN BASICA NUEVE DE OCTUBRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,94,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.802090828,-79.70695387
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04296,ESCUELA DE EDUCACION BASICA GABRIELA MISTRAL,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,90,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-2.678491402,-79.62231748
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04297,ESCUELA DE EDUCACIÓN BASICA ABDON CALDERÓN,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,174,2026,1,2026,5,14591.3,2026,5,7640.0,2026,1,5748.0,ML_Mo_JE,-2.673806766,-79.62268247
5,09D12,GUAYAS,NARANJAL,NARANJAL,Ordinario,09H04301,ESCUELA DE EDUCACIÓN BASICA MARIANO UNDA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,134,2026,1,2026,5,14591.3,2026,5,7640.0,2026,1,5748.0,ML_Mo_JE,-2.674818621,-79.62168302
5,09D12,GUAYAS,NARANJAL,JESUS MARIA,Ordinario,09H04326,ESCUELA DE EDUCACIÓN BASICA 24 DE JULIO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,26,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.560565367,-79.55354254
5,09D12,GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,Ordinario,09H04346,ESCUELA DE EDUCACIÓN BÁSICA CARLOS JULIO AROSEMENA TOLA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,99,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.598597393,-79.60236838
5,09D12,GUAYAS,NARANJAL,TAURA,Ordinario,09H04350,UNIDAD EDUCATIVA NARANJAL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,46,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.384802243,-79.62658408
5,09D12,GUAYAS,NARANJAL,TAURA,Ordinario,09H04360,ESCUELA DE EDUCACIÓN BÁSICA ARTURO SERRANO ARMIJOS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,56,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.311043372,-79.73241549
5,09D18,GUAYAS,NARANJITO,NARANJITO,Ordinario,09H04395,UNIDAD EDUCATIVA ISMAEL PEREZ PAZMIÑO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,85,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.170673144,-79.45953255
5,09D18,GUAYAS,NARANJITO,NARANJITO,Ordinario,09H04422,ESCUELA DE EDUCACION BASICA CARLOS MATAMOROS JARA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,85,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.169547053,-79.46383086
5,09D18,GUAYAS,NARANJITO,NARANJITO,Ordinario,09H04424,ESCUELA DE EDUCACION BASICA DRA LUISA MARTIN GONZALEZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,110,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.172376748,-79.46280315
5,09D13,GUAYAS,PALESTINA,PALESTINA,Ordinario,09H04448,ESCUELA DE EDUCACION BASICA ROSA BORJA DE ICAZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,75,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-1.629410788,-79.98100586
5,09D14,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,09H04499,ESCUELA DE EDUCACION BASICA DIECINUEVE DE JULIO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,90,2026,1,2026,3,8754.78,2026,3,4584.0,2026,1,5748.0,ML_Mo_JE,-1.810661056,-80.23643548
5,09D14,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,09H04523,ESCUELA DE EDUCACION BASICA RIO PEDRO CARBO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,103,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-1.819419401,-80.23976726
5,09D14,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,09H04571,ESCUELA DE EDUCACION BASICA ELENA RODRIGUEZ SOTOMAYOR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,29,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.712423329,-80.25257647
5,09D14,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,09H04579,ESCUELA DE EDUCACION BASICA JUAN MODESTO CARBO NOBOA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,60,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.817037306,-80.23298048
5,09D14,GUAYAS,PEDRO CARBO,PEDRO CARBO,Ordinario,09H04582,UNIDAD EDUCATIVA DR CARLOS MONTEVERDE ROMERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,113,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-1.817780193,-80.23551547
8,09D01,GUAYAS,GUAYAQUIL,XIMENA,Ordinario,09H04585,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL NELSON MATEUS MACIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,75,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.24610925,-79.88360078
5,09D14,GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,Ordinario,09H04597,CENTRO DE EDUCACION INICIAL VALLE DE LA VIRGEN,FISCAL,Intercultural,COSTA,Rural,Inicial,50,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-1.745011998,-80.19521614
8,09D23,GUAYAS,SAMBORONDON,TARIFA,Ordinario,09H04676,ESCUELA DE EDUCACIÓN BÁSICA FISCAL 26 DE JUNIO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,41,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.07783047,-79.85306815
8,09D23,GUAYAS,SAMBORONDON,TARIFA,Ordinario,09H04690,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ELOY ALFARO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.983563558,-79.75892697
8,09D23,GUAYAS,SAMBORONDON,TARIFA,Ordinario,09H04704,UNIDAD EDUCATIVA FISCAL OSWALDO GUAYASAMÍN,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,52,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.990431157,-79.76208633
8,09D23,GUAYAS,SAMBORONDON,TARIFA,Ordinario,09H04712,ESCUELA DE EDUCACIÓN BÁSICA FISCAL 27 DE AGOSTO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,33,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.984888936,-79.81319441
8,09D23,GUAYAS,SAMBORONDON,TARIFA,Ordinario,09H04723,CENTRO DE EDUCACIÓN INICIAL FISCAL GABRIELA MISTRAL,FISCAL,Intercultural,COSTA,Rural,Inicial,100,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-1.980304554,-79.75404902
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04772,ESCUELA DE EDUCACION BASICA MARIETA DE VEINTIMILLA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,46,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.77042191,-80.00720857
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04773,UNIDAD EDUCATIVA ENRIQUE LOPEZ LASCANO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,98,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-1.730245514,-79.98326388
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04780,ESCUELA DE EDUCACION BASICA MARIA PIEDAD CASTILLO DE LEVI,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,43,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.746595337,-80.00764367
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04782,ESCUELA DE EDUCACIÓN BÁSICA UBALDO URQUIZO VILLENA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,60,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.710750884,-79.98152129
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04794,ESCUELA DE EDUCACION BASICA NICOLAS SEGOVIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,46,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.729691852,-79.8993583
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04795,ESCUELA DE EDUCACION BASICA SIXTO LIBORIO MACIAS,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,48,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.706437338,-80.01859557
5,09D19,GUAYAS,SANTA LUCIA,SANTA LUCIA,Ordinario,09H04802,ESCUELA DE EDUCACION BASICA CARCHI MACARA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,51,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.752631287,-80.02926947
5,09D20,GUAYAS,SALITRE,BOCANA,Ordinario,09H04825,ESCUELA DE EDUCACIÓN BÁSICA RAFAEL MORAN VALVERDE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,85,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-1.829636698,-79.8095766
5,09D20,GUAYAS,SALITRE,BOCANA,Ordinario,09H04841,ESCUELA DE EDUCACION BASICA FRANCISCO IÑIGUEZ CASTRO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,98,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-1.829860784,-79.8138366
5,09D20,GUAYAS,SALITRE,BOCANA,Ordinario,09H04860,UNIDAD EDUCATIVA 27 DE NOVIEMBRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,42,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.835544654,-79.83131638
5,09D20,GUAYAS,SALITRE,GENERAL VERNAZA (DOS ESTEROS),Ordinario,09H04873,UNIDAD EDUCATIVA ZENON VELEZ VITERI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,44,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.812958603,-79.75661889
5,09D20,GUAYAS,SALITRE,GENERAL VERNAZA (DOS ESTEROS),Ordinario,09H04874,ESCUELA DE EDUCACION BASICA 9 DE OCTUBRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,100,2026,1,2026,4,11673.04,2026,4,6112.0,2026,1,5748.0,ML_Mo_JE,-1.763932994,-79.79074871
5,09D20,GUAYAS,SALITRE,LA VICTORIA (ÑAUZA),Ordinario,09H04904,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ MEJÍA LEQUERICA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,43,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-1.846188013,-79.7413491
5,09D20,GUAYAS,SALITRE,JUNQUILLAL,Ordinario,09H04924,ESCUELA DE EDUCACION BASICA OTTO AROSEMENA GOMEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,59,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-1.716509997,-79.86468904
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,Ordinario,09H04968,ESCUELA DE EDUCACION BASICA LICENCIADA MARY FRECIA RODRIGUEZ ALVARADO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,73,2026,1,2026,3,8754.78,2026,3,4584.0,0,0,0.0,ML_Mo,-2.0978475,-79.69210285
5,09D11,GUAYAS,SIMON BOLIVAR,CORONEL LORENZO DE GARAYCOA (PEDREGAL),Ordinario,09H04987,ESCUELA DE EDUCACION BASICA AGUSTIN ALBERTO FREIRE ICAZA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,97,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.064153049,-79.43097113
5,09D11,GUAYAS,SIMON BOLIVAR,CORONEL LORENZO DE GARAYCOA (PEDREGAL),Ordinario,09H04995,ESCUELA DE EDUCACION BASICA RAFAEL  ENRIQUE SOTO MAGALLANES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,50,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.064220837,-79.3466455
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO (BOLICHE),Ordinario,09H05008,ESCUELA DE EDUCACION BASICA GENERAL PEDRO J MONTERO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,49,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.255383978,-79.62689776
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),Ordinario,09H05019,ESCUELA DE EDUCACION BASICA CARLOS ALBERTO FLORES,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,21,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.144687043,-79.68792781
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),Ordinario,09H05023,UNIDAD EDUCATIVA 19 DE AGOSTO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,56,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.168222471,-79.6480069
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),Ordinario,09H05028,ESCUELA DE EDUCACION BASICA MEDARDO ANGEL SILVA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,31,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.186885744,-79.68299147
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,Ordinario,09H05031,ESCUELA DE EDUCACION BASICA MANUEL SOTOMAYOR LUNA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,122,2026,1,2026,4,11673.04,2026,4,6112.0,0,0,0.0,ML_Mo,-2.249127492,-79.6389966
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,Ordinario,09H05033,UNIDAD EDUCATIVA ELOY ALFARO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,60,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.247705194,-79.64621776
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO (BOLICHE),Ordinario,09H05034,ESCUELA DE EDUCACION BASICA ERNESTO JOUVIN CISNEROS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,45,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.256053804,-79.62745458
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,Ordinario,09H05042,ESCUELA DE EDUCACIÓN BÁSICA VICTOR LAZO ALARCÓN,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,25,2026,1,2026,2,5836.52,2026,2,3056.0,0,0,0.0,ML_Mo,-2.246738165,-79.65676523
5,09D21,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,Ordinario,09H05045,UNIDAD EDUCATIVA FRANCISCO JOSE POLIT ORTIZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,55,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.248565538,-79.63772938
5,09D22,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),Ordinario,09H05058,ESCUELA DE EDUCACION BASICA ENRIQUE CAMILO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,45,2026,1,2026,2,5836.52,2026,2,3056.0,2026,1,5748.0,ML_Mo_JE,-2.628707296,-80.38523287
